source,bytes,sha256,group,scenario,disposition,destination,purpose,producer,dependencies
outputs/s5_authority/speculative-cutover/stopping-pointers/reviewed-continuation-002.json,5896,97f79227947e91185ac724f95a3adc2756e980b3fd6f01bd14c90393d6088788,s5_authority/speculative-cutover,analytical Case118 S4/S5; historical snapshots retain their own coverage,retain-archive,,Historical operational authority/diagnostic evidence; not an instruction or authorization for new studies,"S5 operational record; exact producer where recorded in embedded command/source metadata, otherwise not established","Historical source fingerprint, fixture, manifest, checkpoints, process receipts; not current execution authority"
outputs/s5_authority/speculative-cutover/stopping-pointers/reviewed-continuation-003.json,6339,133ff3950e5be374110be1ce002e3bb7dec8f6fd82b8d9abd1a22555587eab41,s5_authority/speculative-cutover,analytical Case118 S4/S5; historical snapshots retain their own coverage,retain-archive,,Historical operational authority/diagnostic evidence; not an instruction or authorization for new studies,"S5 operational record; exact producer where recorded in embedded command/source metadata, otherwise not established","Historical source fingerprint, fixture, manifest, checkpoints, process receipts; not current execution authority"
outputs/s5_authority/speculative-cutover/stopping-pointers/root-outcome-000.json,2240,8f144c28100b7b4b8fd3bfd7184b51cbed4dfe7df16fdbe1325cb8c1c537b545,s5_authority/speculative-cutover,analytical Case118 S4/S5; historical snapshots retain their own coverage,retain-archive,,Historical operational authority/diagnostic evidence; not an instruction or authorization for new studies,"S5 operational record; exact producer where recorded in embedded command/source metadata, otherwise not established","Historical source fingerprint, fixture, manifest, checkpoints, process receipts; not current execution authority"
outputs/s5_authority/speculative-cutover/stopping-pointers/root-outcome-001.json,2982,5058c01203b283854b63c71cf8e130c3ee8f83ba80e55264ab676f0a3249b96d,s5_authority/speculative-cutover,analytical Case118 S4/S5; historical snapshots retain their own coverage,retain-archive,,Historical operational authority/diagnostic evidence; not an instruction or authorization for new studies,"S5 operational record; exact producer where recorded in embedded command/source metadata, otherwise not established","Historical source fingerprint, fixture, manifest, checkpoints, process receipts; not current execution authority"
outputs/s5_authority/speculative-cutover/stopping-pointers/root-outcome-002.json,3439,9c5bb462aecb9b7f90af526ce44f728a658f0c48e468a4718e07303933bdec1b,s5_authority/speculative-cutover,analytical Case118 S4/S5; historical snapshots retain their own coverage,retain-archive,,Historical operational authority/diagnostic evidence; not an instruction or authorization for new studies,"S5 operational record; exact producer where recorded in embedded command/source metadata, otherwise not established","Historical source fingerprint, fixture, manifest, checkpoints, process receipts; not current execution authority"
outputs/s5_authority/speculative-cutover/stopping-pointers/root-outcome-003.json,3897,30a9434c1b5cb50b86f81c9512944b0b7ace3e234d2cc07d7d7c92e20ba24e77,s5_authority/speculative-cutover,analytical Case118 S4/S5; historical snapshots retain their own coverage,retain-archive,,Historical operational authority/diagnostic evidence; not an instruction or authorization for new studies,"S5 operational record; exact producer where recorded in embedded command/source metadata, otherwise not established","Historical source fingerprint, fixture, manifest, checkpoints, process receipts; not current execution authority"
outputs/s5_authority/speculative-cutover/stopping-pointers/root-outcome-004.json,4530,c790b6a219eaaa8e899516a03b4d2b911d9f5a2e69fce9b9b6dfd6cdfb2f3a26,s5_authority/speculative-cutover,analytical Case118 S4/S5; historical snapshots retain their own coverage,retain-archive,,Historical operational authority/diagnostic evidence; not an instruction or authorization for new studies,"S5 operational record; exact producer where recorded in embedded command/source metadata, otherwise not established","Historical source fingerprint, fixture, manifest, checkpoints, process receipts; not current execution authority"
outputs/s5_authority/speculative-cutover/stopping-pointers/run-context.json,912,37e564c8aeb05215b4136e097cb9952653ea41102a250da1d03e369de96de6bc,s5_authority/speculative-cutover,analytical Case118 S4/S5; historical snapshots retain their own coverage,retain-archive,,Historical operational authority/diagnostic evidence; not an instruction or authorization for new studies,"S5 operational record; exact producer where recorded in embedded command/source metadata, otherwise not established","Historical source fingerprint, fixture, manifest, checkpoints, process receipts; not current execution authority"
outputs/s5_authority/speculative-cutover/stopping-pointers/shard-000/checkpoint.json,114126,0598a454a1f86125dfde5b7f34dedace77149532e53490c2398f2cb91f087736,s5_authority/speculative-cutover,analytical Case118 S4/S5; historical snapshots retain their own coverage,retain-archive,,Historical operational authority/diagnostic evidence; not an instruction or authorization for new studies,"S5 operational record; exact producer where recorded in embedded command/source metadata, otherwise not established","Historical source fingerprint, fixture, manifest, checkpoints, process receipts; not current execution authority"
outputs/s5_authority/speculative-cutover/stopping-pointers/shard-001/checkpoint.json,129319,7a95ab4e207ec6f5d90701675552a27bbee2acfad9f048723c291b02599cd455,s5_authority/speculative-cutover,analytical Case118 S4/S5; historical snapshots retain their own coverage,retain-archive,,Historical operational authority/diagnostic evidence; not an instruction or authorization for new studies,"S5 operational record; exact producer where recorded in embedded command/source metadata, otherwise not established","Historical source fingerprint, fixture, manifest, checkpoints, process receipts; not current execution authority"
outputs/s5_authority/speculative-cutover/stopping-pointers/shard-002/checkpoint.json,128134,f3191b3086526afffd2d73f9520e6b98e9dae0fd9b7f691c354f34468430bcf2,s5_authority/speculative-cutover,analytical Case118 S4/S5; historical snapshots retain their own coverage,retain-archive,,Historical operational authority/diagnostic evidence; not an instruction or authorization for new studies,"S5 operational record; exact producer where recorded in embedded command/source metadata, otherwise not established","Historical source fingerprint, fixture, manifest, checkpoints, process receipts; not current execution authority"
outputs/s5_authority/speculative-cutover/stopping-pointers/shard-003/checkpoint.json,126622,075d92a2c288b9ff596c0986d09f84d48bca5acba09dd2ac8a741a6607163054,s5_authority/speculative-cutover,analytical Case118 S4/S5; historical snapshots retain their own coverage,retain-archive,,Historical operational authority/diagnostic evidence; not an instruction or authorization for new studies,"S5 operational record; exact producer where recorded in embedded command/source metadata, otherwise not established","Historical source fingerprint, fixture, manifest, checkpoints, process receipts; not current execution authority"
outputs/s5_authority/speculative-cutover/stopping-pointers/shard-004/checkpoint.json,48305,624a38545d829f9730361aa720334da171f90e4441944d058be7461efe394cde,s5_authority/speculative-cutover,analytical Case118 S4/S5; historical snapshots retain their own coverage,retain-archive,,Historical operational authority/diagnostic evidence; not an instruction or authorization for new studies,"S5 operational record; exact producer where recorded in embedded command/source metadata, otherwise not established","Historical source fingerprint, fixture, manifest, checkpoints, process receipts; not current execution authority"
outputs/s5_authority/speculative-cutover/stopping-pointers/shard-005/checkpoint.json,48798,bb6865dd8f10abc1964a517c034e19cd9d90470bbab22c363308f45f89e46c3e,s5_authority/speculative-cutover,analytical Case118 S4/S5; historical snapshots retain their own coverage,retain-archive,,Historical operational authority/diagnostic evidence; not an instruction or authorization for new studies,"S5 operational record; exact producer where recorded in embedded command/source metadata, otherwise not established","Historical source fingerprint, fixture, manifest, checkpoints, process receipts; not current execution authority"
outputs/s5_authority/speculative-cutover/stopping-pointers/source-version-transition.json,105443,5e1bca0fdc42ca7e87b0b3f0b9741ea343d827aa66e4abb946d578360bbe9c3e,s5_authority/speculative-cutover,analytical Case118 S4/S5; historical snapshots retain their own coverage,retain-archive,,Historical operational authority/diagnostic evidence; not an instruction or authorization for new studies,"S5 operational record; exact producer where recorded in embedded command/source metadata, otherwise not established","Historical source fingerprint, fixture, manifest, checkpoints, process receipts; not current execution authority"
outputs/s5_authority/speculative-cutover/stopping-pointers/supervision-wave-000-000.json,35011994,b66e46096db290ecc914a86d6686460a30d3bcce9916d68c1cb6448a7c968dca,s5_authority/speculative-cutover,analytical Case118 S4/S5; historical snapshots retain their own coverage,retain-archive,,Historical operational authority/diagnostic evidence; not an instruction or authorization for new studies,"S5 operational record; exact producer where recorded in embedded command/source metadata, otherwise not established","Historical source fingerprint, fixture, manifest, checkpoints, process receipts; not current execution authority"
outputs/s5_authority/speculative-cutover/stopping-pointers/supervision-wave-000-001.json,46398808,6d4f4bd5398e1f6610a6b19d58d17c5af51a5b1ee0bbdd14270e4a997a50d7bd,s5_authority/speculative-cutover,analytical Case118 S4/S5; historical snapshots retain their own coverage,retain-archive,,Historical operational authority/diagnostic evidence; not an instruction or authorization for new studies,"S5 operational record; exact producer where recorded in embedded command/source metadata, otherwise not established","Historical source fingerprint, fixture, manifest, checkpoints, process receipts; not current execution authority"
